accession,Name,Formula,RT,MainPositiveAdduct,MainNegativeAdduct,KEGG,CAS,PubChem,ChemSpider,UserId,BioCyc,HMDB,Metlin,LipidMaps,Unnamed: 14
DBK005680,R-95845,C17H16Br2N2O2,0.0,[M+H]+,[M-H]-,,163435-77-6,,,,,,,,
DBK005681,"METHYL 4-{[({[(2R,5S)-5-{[(2S)-2-(AMINOMETHYL)PYRROLIDIN-1-YL]CARBONYL}PYRROLIDIN-2-YL]METHYL}AMINO)CARBONYL]AMINO}BENZOATE",C20H29N5O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005682,1-[N-4'-NITROBENZYL-N-4'-CARBOXYBUTYLAMINO]METHYLPHOSPHONIC ACID,C13H19N2O7P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005683,A-620223,C16H22N4O,0.0,[M+H]+,[M-H]-,,272769-49-0,,,,,,,,
DBK005684,p-Nitrophenylacetic acid,C8H7NO4,0.0,[M+H]+,[M-H]-,,104-03-0,,,,,,,,
DBK005685,"ALPHA-(2,6-DICHLOROPHENYL)-ALPHA-(2-ACETYL-5-METHYLANILINO)ACETAMIDE",C17H16Cl2N2O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005686,"N-(CYCLOPROPYLMETHYL)-4-(METHYLOXY)-3-({5-[3-(3-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-YL}AMINO)BENZENESULFONAMIDE",C25H24N4O4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005687,"N-[5-(ETHYLSULFONYL)-2-METHOXYPHENYL]-5-[3-(2-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-AMINE",C23H21N3O4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005688,"3-[4-AMINO-1-(1-METHYLETHYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL]PHENOL",C14H15N5O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005689,4-[3-(1H-BENZIMIDAZOL-2-YL)-1H-INDAZOL-6-YL]-2-METHOXYPHENOL,C21H16N4O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005690,"4-[4-AMINO-6-(5-CHLORO-1H-INDOL-4-YLMETHYL)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE",C19H14ClN7,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005691,Acifluorfen,C14H7ClF3NO5,0.0,[M+H]+,[M-H]-,,50594-66-6,,,,,,,,
DBK005692,"(3S)-3-hydroxy-1-methyl-2,3-dihydro-1H-indole-5,6-dione",C9H9NO3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005693,Reversine,C21H27N7O,0.0,[M+H]+,[M-H]-,,656820-32-5,,,,,,,,
DBK005694,"octyl 3-amino-3-deoxy-2-O-(2,6-dideoxy-alpha-L-lyxo-hexopyranosyl)-beta-D-galactopyranoside",C20H39NO8,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005695,1-(adamantan-1-yl)-2-(1H-imidazol-1-yl)ethanone,C15H20N2O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005696,"4-[4-AMINO-6-(2,6-DICHLORO-PHENOXY)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE",C16H10Cl2N6O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005697,"3,6,9,12,15-PENTAOXAHEPTADECAN-1-OL",C12H26O6,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005698,4-(2-aminoethyl)-2-cyclohexylphenol,C14H21NO,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005699,4-(2-aminoethyl)-2-ethylphenol,C10H15NO,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005700,4-(2-Aminoethyl)Benzenesulfonyl Fluoride,C8H10FNO2S,0.0,[M+H]+,[M-H]-,,34284-75-8,,,,,,,,
DBK005701,Brefeldin A,C16H24O4,0.0,[M+H]+,[M-H]-,,20350-15-6,,,,,,,,
DBK005702,"(1S)-2-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-1-[(PENTANOYLOXY)METHYL]ETHYL OCTANOATE",C19H36O10P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005703,(2E)-N-hydroxy-3-[1-methyl-4-(phenylacetyl)-1H-pyrrol-2-yl]prop-2-enamide,C16H16N2O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005704,O-(((1R)-((N-(PHENYL-METHOXY-CARBONYL)-ALANYL)-AMINO)METHYL)HYDROXYPHOSPHINYL)3-L-PHENYLLACTATE,C21H25N2O8P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005705,Apigenin,C15H10O5,0.0,[M+H]+,[M-H]-,,520-36-5,,,,,,,,
DBK005706,"4-(2,5-DIAMINO-5-HYDROXY-PENTYL)-PHENOL",C11H18N2O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005707,"2,3-DIMETHOXY-12H-[1,3]DIOXOLO[5,6]INDENO[1,2-C]ISOQUINOLIN-6-IUM",C19H16NO4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005708,3-(heptyloxy)benzoic acid,C14H20O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005709,"(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-ETHYNYLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE",C14H23N3O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005710,"4-AMINO-2-HEXYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL",C12H25NO5,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005711,"2-amino-N-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]benzamide",C14H14N6OS2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005712,"3-[(4-fluorophenyl)sulfanyl]-N-(4-methyl-1,3-thiazol-2-yl)-6-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]pyridine-2-carboxamide",C19H15FN6OS3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005713,"1-{5-[2-(thieno[3,2-d]pyrimidin-4-ylamino)ethyl]-1,3-thiazol-2-yl}-3-[3-(trifluoromethyl)phenyl]urea",C19H15F3N6OS2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005714,"1-(5-{2-[(1-methyl-1H-pyrazolo[4,3-d]pyrimidin-7-yl)amino]ethyl}-1,3-thiazol-2-yl)-3-[3-(trifluoromethyl)phenyl]urea",C19H17F3N8OS,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005715,"THIOPHENE-2,5-DISULFONIC ACID 2-AMIDE-5-(4-METHYL-BENZYLAMIDE)",C12H14N2O4S3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005716,"6-PHENYL[5H]PYRROLO[2,3-B]PYRAZINE",C16H17N3O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005717,1-Naphthyl-L-alanine,C13H13NO2,0.0,[M+H]+,[M-H]-,,55516-54-6,,,,,,,,
DBK005718,2-[N'-(4-AMINO-BUTYL)-HYDRAZINOCARBONYL]-PYRROLIDINE-1-CARBOXYLIC ACID BENZYL ESTER,C17H26N4O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005719,"(3Z,5S,6R,7S,8S,8aR)-3-(octylimino)hexahydro[1,3]oxazolo[3,4-a]pyridine-5,6,7,8-tetrol",C15H28N2O5,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005720,4-(METHYLSULFONYL)BENZENECARBOXIMIDAMIDE,C8H10N2O2S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005721,"N-(3-chlorophenyl)-N-methyl-2-oxo-3-[(3,4,5-trimethyl-1H-pyrrol-2-yl)methyl]-2H-indole-5-sulfonamide",C23H22ClN3O3S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005722,"(3Z,5S,6R,7S,8R,8aS)-3-(octylimino)hexahydro[1,3]thiazolo[3,4-a]pyridine-5,6,7,8-tetrol",C15H28N2O4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005723,3-(10-methyl-9-anthryl)propanoic acid,C18H16O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005724,Boldione,C19H24O2,0.0,[M+H]+,[M-H]-,,897-06-3,,,,,,,,
DBK005725,Anisomycin,C14H19NO4,0.0,[M+H]+,[M-H]-,,22862-76-6,,,,,,,,
DBK005726,Etiocholanedione,C19H28O2,0.0,[M+H]+,[M-H]-,,1229-12-5,,,,,,,,
DBK005727,5-(DIMETHYLAMINO)-1-NAPHTHALENESULFONIC ACID(DANSYL ACID),C12H13NO3S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005728,"N'-((2S,3R)-3-AMINO-2-HYDROXY-5-(ISOPROPYLSULFANYL)PENTANOYL)-N-3-CHLOROBENZOYL HYDRAZIDE",C15H22ClN3O3S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005729,"4-AMINO-2-OCTYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL",C14H29NO5,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005730,(2S)-2-({6-[(3-Amino-5-chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)-3-methyl-1-butanol,C19H26ClN7O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005731,"1,1,1-TRIFLUORO-3-ACETAMIDO-4-PHENYL BUTAN-2-ONE(N-ACETYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE)",C12H12F3NO2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005732,(S)-atrolactic acid,C9H10O3,0.0,[M+H]+,[M-H]-,,13113-71-8,,,,,,,,
DBK005733,"N~2~-1H-benzimidazol-5-yl-N~4~-(3-cyclopropyl-1H-pyrazol-5-yl)pyrimidine-2,4-diamine",C17H16N8,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005734,"N-(1-BENZYL-3,3,3-TRIFLUORO-2,2-DIHYDROXY-PROPYL)-ACETAMIDE",C12H14F3NO3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005735,1-ACETYL-2-CARBOXYPIPERIDINE,C8H13NO3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005736,"3-(HYDROXYMETHYL)-1-METHYL-5-(2-METHYLAZIRIDIN-1-YL)-2-PHENYL-1H-INDOLE-4,7-DIONE",C19H18N2O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005737,3-(BUTYLSULPHONYL)-PROPANOIC ACID,C7H14O4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005738,ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE,C14H21N3O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005739,N-[2-(6-AMINO-4-METHYLPYRIDIN-2-YL)ETHYL]-4-CYANOBENZAMIDE,C16H16N4O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005740,"2-[3-(5-Mercapto-[1,3,4]thiadiazol-2-yl)-ureido]-N-methyl-3-phenyl-propionamide",C13H15N5O2S2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005741,"(2S)-2-AMINO-1-(5-TERT-BUTYL-1,3,4-OXADIAZOL-2-YL)PROPAN-1-ONE",C9H15N3O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005742,Atrazine,C8H14ClN5,0.0,[M+H]+,[M-H]-,,1912-24-9,,,,,,,,
DBK005743,"2-(2-PHENYL-3-PYRIDIN-2-YL-4,5,6,7-TETRAHYDRO-2H-ISOPHOSPHINDOL-1-YL)PYRIDINE",C24H21N2P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005744,AUROVERTIN B,C25H32O8,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005745,"4-[3-(2-Chloro-4,5-difluoro-benzoyl)ureido]-3-trifluoromethoxybenzoic acid",C16H8ClF5N2O5,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005746,AVE-2865,C20H17ClF3N3O4,0.0,[M+H]+,[M-H]-,,648917-13-9,,,,,,,,
DBK005747,"(5S)-5-(2-amino-2-oxoethyl)-4-oxo-N-[(3-oxo-3,4-dihydro-2H-1,4-benzoxazin-6-yl)methyl]-3,4,5,6,7,8-hexahydro[1]benzothieno[2,3-d]pyrimidine-2-carboxamide",C22H21N5O5S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005748,"2-[(CYCLOPROPYLCARBONYL)AMINO]-4,5,6,7-TETRAHYDRO-1-BENZOTHIOPHENE-3-CARBOXAMIDE",C13H16N2O2S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005749,1-ETHOXYCARBONYL-D-PHE-PRO-2(4-AMINOBUTYL)HYDRAZINE,C21H33N5O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005750,Azoxystrobin,C22H17N3O5,0.0,[M+H]+,[M-H]-,,131860-33-8,,,,,,,,
DBK005751,Azapropazone,C16H18N4O2,0.0,[M+H]+,[M-H]-,,13539-59-8,,,,,,,,
DBK005752,"4-[(3-CHLORO-4-{[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]AMINO}PHENYL)SULFONYL]-N,N-DIMETHYLBENZAMIDE",C19H18ClF3N2O5S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005753,BPH-608,C20H20O7P2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005754,"1-(6-CYANO-3-PYRIDYLCARBONYL)-5',8'-DIFLUOROSPIRO[PIPERIDINE-4,2'(1'H)-QUINAZOLINE]-4'-AMINE",C19H16F2N6O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005755,"(4R)-N-[4-({[2-(DIMETHYLAMINO)ETHYL]AMINO}CARBONYL)-1,3-THIAZOL-2-YL]-4-METHYL-1-OXO-2,3,4,9-TETRAHYDRO-1H-BETA-CARBOLINE-6-CARBOXAMIDE",C21H24N6O3S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005756,5-(2-METHOXYPHENYL)-2-FUROIC ACID,C12H10O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005757,5-(2-NITROPHENYL)-2-FUROIC ACID,C11H7NO5,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005758,[2-(3-DIBENZOFURAN-4-YL-PHENYL)-1-HYDROXY-1-PHOSPHONO-ETHYL]-PHOSPHONIC ACID,C20H18O8P2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005759,PHENYLALANINE BORONIC ACID,C8H12BNO2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005760,1-biphenyl-2-ylmethanamine,C13H13N,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005761,5'-S-[2-(decylamino)ethyl]-5'-thioadenosine,C22H38N6O3S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005762,"(5S)-1-benzyl-3-(1,1-dioxido-1,2-benzisothiazol-3-yl)-4-hydroxy-5-(1-methylethyl)-1,5-dihydro-2H-pyrrol-2-one",C21H20N2O4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005763,4-[(1S)-1-(3-fluoro-4-methoxyphenyl)-2-(2-methoxy-5-nitrophenyl)ethyl]-1H-imidazol-2-amine,C19H19FN4O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005764,(2S)-2-(BUTYRYLOXY)-3-HYDROXYPROPYL NONANOATE,C16H30O5,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005765,bis(4-nitrophenyl) hydrogen phosphate,C12H9N2O8P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005766,S-23,C18H13ClF4N2O3,0.0,[M+H]+,[M-H]-,,1010396-29-8,,,,,,,,
DBK005767,(1R)-4-(3-phenoxyphenyl)-1-phosphonobutane-1-sulfonic acid,C16H19O7PS,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005768,"4-{[(1R,2S)-1,2-dihydroxy-2-methyl-3-(4-nitrophenoxy)propyl]amino}-2-(trifluoromethyl)benzonitrile",C18H16F3N3O5,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005769,(2S)-2-hydroxy-2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]-3-(pentafluorophenoxy)propanamide,C17H10F8N2O5,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005770,Andarine,C19H18F3N3O6,0.0,[M+H]+,[M-H]-,,401900-40-1,,,,,,,,
DBK005771,Tripotassium (1R)-4-biphenyl-4-yl-1-phosphonatobutane-1-sulfonate,C16H16K3O6PS,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005772,Sobetirome,C20H24O4,0.0,[M+H]+,[M-H]-,,211110-63-3,,,,,,,,
DBK005773,"[1-HYDROXY-2-(1,1':3',1''-TERPHENYL-3-YLOXY)ETHANE-1,1-DIYL]BIS(PHOSPHONIC ACID)",C20H20O8P2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005774,2-[(2-methoxy-5-methylphenoxy)methyl]pyridine,C14H15NO2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005775,4-[(5-methoxy-2-methylphenoxy)methyl]pyridine,C14H15NO2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005776,2-({[4-bromo-3-(diethylsulfamoyl)phenyl]carbonyl}amino)benzoic acid,C18H19BrN2O5S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005777,"(10R)-10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-[1,4]diazepino[5',6':4,5]thieno[3,2-f]quinolin-8-one",C21H18N4OS,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005778,"(3R)-3-(aminomethyl)-9-methoxy-1,2,3,4-tetrahydro-5H-[1]benzothieno[3,2-e][1,4]diazepin-5-one",C13H15N3O2S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005779,"[[(3R,4R,5S,6R)-3-(butanoylamino)-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-ylidene]amino] N-phenylcarbamate",C17H23N3O7,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005780,(TERT-BUTYLOXYCARBONYL)-ALANYL-AMINO ETHYL-FORMAMIDE,C11H21N3O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005781,HONH-BENZYLMALONYL-L-ALANYLGLYCINE-P-NITROANILIDE,C21H23N5O7,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005782,"1,2,3-TRIHYDROXY-1,2,3,4-TETRAHYDROBENZO[A]PYRENE",C20H16O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005783,N-(1-PHENYL-PROPYL)-FORMAMIDE,C10H13NO,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005784,5-Benzylacyclouridine,C14H16N2O4,0.0,[M+H]+,[M-H]-,,82857-69-0,,,,,,,,
DBK005785,"1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)-6-HYDROXYPYRIMIDINE-2,4(1H,3H)-DIONE",C21H22N2O6,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005786,4-TERT-BUTYLBENZENESULFONIC ACID,C10H14O3S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005787,"3-{[(9-CYANO-9,10-DIHYDRO-10-METHYLACRIDIN-9-YL)CARBONYL]AMINO}PROPANOIC ACID",C19H17N3O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005788,(2Z)-N-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide,C17H14N2O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005789,"6-(3-AMINOPROPYL)-4,9-DIMETHYLPYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE",C19H19N3O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005790,"N'-[(1E)-(3,5-DIBROMO-2,4-DIHYDROXYPHENYL)METHYLENE]NICOTINOHYDRAZIDE",C13H9Br2N3O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005791,N-(biphenyl-4-ylsulfonyl)-D-leucine,C18H21NO4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005792,5beta-dihydrotestosterone,C19H30O2,0.0,[M+H]+,[M-H]-,,571-22-2,,,,,,,,
DBK005793,(2S)-3-[(R)-[(1S)-1-amino-3-phenylpropyl](hydroxy)phosphoryl]-2-benzylpropanoic acid,C19H24NO4P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005794,N-[(1S)-1-(aminocarbonyl)-4-(ethanimidoylamino)butyl]benzamide,C14H20N4O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005795,(R)-minalrestat,C19H11BrF2N2O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005796,1-(5-BROMO-PYRIDIN-2-YL)-3-[2-(6-FLUORO-2-HYDROXY-3-PROPIONYL-PHENYL)-CYCLOPROPYL]-UREA,C18H17BrFN3O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005797,"2,6-diamino-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",C9H8N6O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005798,alpha-Naphthoflavone,C19H12O2,0.0,[M+H]+,[M-H]-,,604-59-1,,,,,,,,
DBK005799,(R)-3-BROMO-2-HYDROXY-2-METHYL-N-[4-NITRO-3-(TRIFLUOROMETHYL)PHENYL]PROPANAMIDE,C11H10BrF3N2O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005800,"N,N'-[biphenyl-4,4'-diyldi(2R)propane-2,1-diyl]dimethanesulfonamide",C20H28N2O4S2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005801,"3-(1H-indol-3-yl)-4-(1-{2-[(2S)-1-methylpyrrolidinyl]ethyl}-1H-indol-3-yl)-1H-pyrrole-2,5-dione",C27H26N4O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005802,"3-[1-(3-AMINOPROPYL)-1H-INDOL-3-YL]-4-(1H-INDOL-3-YL)-1H-PYRROLE-2,5-DIONE",C23H20N4O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005803,"3-(1H-indol-3-yl)-4-{1-[2-(1-methylpyrrolidin-2-yl)ethyl]-1H-indol-3-yl}-1H-pyrrole-2,5-dione",C27H26N4O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005804,4-PHENOXY-N-(PYRIDIN-2-YLMETHYL)BENZAMIDE,C19H16N2O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005805,2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE,C23H25ClN6O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005806,"3-AMINO-3-BENZYL-9-CARBOXAMIDE[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE",C15H19N3O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005807,"(3,4-DIHYDROXY-2-NITROPHENYL)(PHENYL)METHANONE",C13H9NO5,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005808,"(3R,4S)-1-[(4-amino-5H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-[(butylsulfanyl)methyl]pyrrolidin-3-ol",C16H25N5OS,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005809,1(R)-1-ACETAMIDO-2-(3-CARBOXY-2-HYDROXYPHENYL)ETHYL BORONIC ACID,C11H14BNO6,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005810,"(1S,3S,5S)-2-{(2S)-2-amino-2-[(1R,3S,5R,7S)-3-hydroxytricyclo[3.3.1.1~3,7~]dec-1-yl]acetyl}-2-azabicyclo[3.1.0]hexane-3-carbonitrile",C18H25N3O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005811,(1R)-2-PHENYLACETAMIDO-2-(3-CARBOXYPHENYL)ETHYL BORONIC ACID,C17H18BNO5,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005812,(S)-Indapamide,C16H16ClN3O3S,0.0,[M+H]+,[M-H]-,,77083-53-5,,,,,,,,
DBK005813,"(3aS)-3a-hydroxy-5-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one",C18H16N2O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005814,"(3aS)-3a-hydroxy-7-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one",C18H16N2O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005815,"(3aS)-3a-hydroxy-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one",C17H14N2O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005816,"5-[5,6-BIS(METHYLOXY)-1H-BENZIMIDAZOL-1-YL]-3-{[1-(2-CHLOROPHENYL)ETHYL]OXY}-2-THIOPHENECARBOXAMIDE",C22H20ClN3O4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005817,"(R)-(+)9B-(3-METHYL)PHENYL-2,3-DIHYDROTHIAZOLO[2,3-A]ISOINDOL-5(9BH)-ONE",C17H15NOS,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005818,"(R)-(+) 5(9BH)-OXO-9B-PHENYL-2,3-DIHYDROTHIAZOLO[2,3-A]ISOINDOL-3-CARBOXYLIC ACID METHYL ESTER",C18H15NO3S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005819,3-[5-(1H-IMIDAZOL-1-YL)-7-METHYL-1H-BENZIMIDAZOL-2-YL]-4-[(PYRIDIN-2-YLMETHYL)AMINO]PYRIDIN-2(1H)-ONE,C22H19N7O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005820,N-[4-(AMINOSULFONYL)PHENYL]-2-MERCAPTOBENZAMIDE,C13H12N2O3S2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005821,Felbinac,C14H12O2,0.0,[M+H]+,[M-H]-,,5728-52-9,,,,,,,,
DBK005822,"3,4-Biphenyldiol",C12H10O2,0.0,[M+H]+,[M-H]-,,92-05-7,,,,,,,,
DBK005823,"(1S)-1,2,3,4-TETRAHYDRO-BENZO[C]PHENANTHRENE-2,3,4-TRIOL",C18H16O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005824,4-PHOSPHONOOXY-PHENYL-METHYL-[4-PHOSPHONOOXY]BENZEN,C13H14O8P2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005825,"tert-butyl [(2-amino-4-oxo-4,7-dihydro-3H-pyrrolo[2,3-d]pyrimidin-5-yl)methyl]carbamate",C12H17N5O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
